2017-05-27 10:06:11 4.24 
2017-05-27 10:06:16 4.17 
2017-05-27 10:06:21 4.10 
2017-05-27 10:06:26 4.05 
2017-05-27 10:06:31 4.01 
2017-05-27 10:06:36 3.97 
2017-05-27 10:06:41 3.94 
2017-05-27 10:06:46 3.90 
2017-05-27 10:06:51 3.87 
2017-05-27 10:06:56 3.83 
2017-05-27 10:07:01 3.80 
2017-05-27 10:07:06 3.76 
2017-05-27 10:07:11 3.73 
2017-05-27 10:07:16 3.70 
2017-05-27 10:07:21 3.68 
2017-05-27 10:07:26 3.65 
2017-05-27 10:07:31 3.62 
2017-05-27 10:07:36 3.62 
2017-05-27 10:07:41 3.58 
2017-05-27 10:07:46 3.54 
2017-05-27 10:07:51 3.51 
2017-05-27 10:07:56 3.47 
2017-05-27 10:08:01 3.45 
2017-05-27 10:08:06 3.43 
2017-05-27 10:08:11 3.42 
2017-05-27 10:08:16 3.42 
2017-05-27 10:08:21 3.40 
2017-05-27 10:08:26 3.38 
2017-05-27 10:08:31 3.38 
2017-05-27 10:08:36 3.38 
2017-05-27 10:08:41 3.38 
2017-05-27 10:08:46 3.36 
2017-05-27 10:08:51 3.35 
2017-05-27 10:08:56 3.31 
2017-05-27 10:09:01 3.28 
2017-05-27 10:09:06 3.28 
2017-05-27 10:09:11 3.27 
2017-05-27 10:09:16 3.25 
2017-05-27 10:09:21 3.23 
2017-05-27 10:09:26 3.22 
2017-05-27 10:09:31 3.20 
2017-05-27 10:09:36 3.20 
2017-05-27 10:09:41 3.18 
2017-05-27 10:09:46 3.17 
2017-05-27 10:09:51 3.17 
2017-05-27 10:09:56 3.16 
2017-05-27 10:10:01 3.15 
2017-05-27 10:10:06 3.14 
2017-05-27 10:10:11 3.13 
2017-05-27 10:10:16 3.12 
2017-05-27 10:10:21 3.12 
2017-05-27 10:10:26 3.10 
2017-05-27 10:10:31 3.09 
2017-05-27 10:10:36 3.05 
2017-05-27 10:10:41 3.07 
2017-05-27 10:10:46 3.07 
2017-05-27 10:10:51 3.04 
2017-05-27 10:10:56 3.05 
2017-05-27 10:11:01 3.05 
2017-05-27 10:11:06 3.05 
2017-05-27 10:11:11 3.04 
2017-05-27 10:11:16 3.03 
2017-05-27 10:11:21 3.03 
2017-05-27 10:11:26 3.00 
2017-05-27 10:11:31 3.01 
2017-05-27 10:11:36 3.00 
2017-05-27 10:11:41 3.00 
2017-05-27 10:11:46 3.00 
2017-05-27 10:11:51 2.99 
2017-05-27 10:11:56 2.97 
2017-05-27 10:12:01 2.94 
2017-05-27 10:12:06 2.98 
2017-05-27 10:12:11 2.97 
2017-05-27 10:12:16 2.97 
2017-05-27 10:12:21 2.95 
2017-05-27 10:12:26 2.93 
2017-05-27 10:12:31 2.95 
2017-05-27 10:12:36 2.95 
2017-05-27 10:12:41 2.93 
2017-05-27 10:12:46 2.94 
2017-05-27 10:12:51 2.94 
2017-05-27 10:12:56 2.92 
2017-05-27 10:13:01 2.93 
2017-05-27 10:13:06 2.92 
2017-05-27 10:13:11 2.92 
2017-05-27 10:13:16 2.93 
2017-05-27 10:13:21 2.92 
2017-05-27 10:13:26 2.91 
2017-05-27 10:13:31 2.90 
2017-05-27 10:13:36 2.91 
2017-05-27 10:13:41 2.89 
2017-05-27 10:13:46 2.88 
2017-05-27 10:13:51 2.90 
2017-05-27 10:13:56 2.88 
2017-05-27 10:14:01 2.89 
2017-05-27 10:14:06 2.88 
2017-05-27 10:14:11 2.87 
2017-05-27 10:14:16 2.87 
2017-05-27 10:14:21 2.85 
2017-05-27 10:14:26 2.86 
2017-05-27 10:14:31 2.85 
2017-05-27 10:14:36 2.87 
2017-05-27 10:14:41 2.85 
2017-05-27 10:14:46 2.85 
2017-05-27 10:14:51 2.85 
2017-05-27 10:14:56 2.85 
2017-05-27 10:15:01 2.84 
2017-05-27 10:15:06 2.85 
2017-05-27 10:15:11 2.83 
2017-05-27 10:15:16 2.83 
2017-05-27 10:15:21 2.83 
2017-05-27 10:15:26 2.82 
2017-05-27 10:15:31 2.82 
2017-05-27 10:15:36 2.82 
2017-05-27 10:15:41 2.82 
2017-05-27 10:15:46 2.82 
2017-05-27 10:15:51 2.80 
2017-05-27 10:15:56 2.80 
2017-05-27 10:16:01 2.81 
2017-05-27 10:16:06 2.79 
2017-05-27 10:16:11 2.80 
2017-05-27 10:16:16 2.80 
2017-05-27 10:16:21 2.80 
2017-05-27 10:16:26 2.78 
2017-05-27 10:16:31 2.79 
2017-05-27 10:16:36 2.79 
2017-05-27 10:16:41 2.78 
2017-05-27 10:16:46 2.75 
2017-05-27 10:16:51 2.78 
2017-05-27 10:16:56 2.78 
2017-05-27 10:17:01 2.78 
2017-05-27 10:17:06 2.77 
2017-05-27 10:17:11 2.78 
2017-05-27 10:17:16 2.77 
2017-05-27 10:17:21 2.77 
2017-05-27 10:17:26 2.75 
2017-05-27 10:17:31 2.77 
2017-05-27 10:17:36 2.77 
2017-05-27 10:17:41 2.74 
2017-05-27 10:17:46 2.73 
2017-05-27 10:17:51 2.72 
2017-05-27 10:17:56 2.72 
2017-05-27 10:18:01 2.75 
2017-05-27 10:18:06 2.71 
2017-05-27 10:18:11 2.70 
2017-05-27 10:18:16 2.74 
2017-05-27 10:18:21 2.70 
2017-05-27 10:18:26 2.73 
2017-05-27 10:18:31 2.74 
2017-05-27 10:18:36 2.73 
2017-05-27 10:18:41 2.73 
2017-05-27 10:18:46 2.69 
2017-05-27 10:18:51 2.73 
2017-05-27 10:18:56 2.73 
2017-05-27 10:19:01 2.73 
2017-05-27 10:19:06 2.74 
2017-05-27 10:19:11 2.73 
2017-05-27 10:19:16 2.73 
2017-05-27 10:19:21 2.73 
2017-05-27 10:19:26 2.72 
2017-05-27 10:19:31 2.71 
2017-05-27 10:19:36 2.72 
2017-05-27 10:19:41 2.72 
2017-05-27 10:19:46 2.70 
2017-05-27 10:19:51 2.70 
2017-05-27 10:19:56 2.70 
2017-05-27 10:20:01 2.70 
2017-05-27 10:20:06 2.71 
2017-05-27 10:20:11 2.70 
2017-05-27 10:20:16 2.70 
2017-05-27 10:20:21 2.70 
2017-05-27 10:20:26 2.69 
2017-05-27 10:20:31 2.69 
2017-05-27 10:20:36 2.70 
2017-05-27 10:20:41 2.68 
2017-05-27 10:20:46 2.69 
2017-05-27 10:20:51 2.68 
2017-05-27 10:20:56 2.69 
2017-05-27 10:21:01 2.69 
2017-05-27 10:21:06 2.69 
2017-05-27 10:21:11 2.68 
2017-05-27 10:21:16 2.68 
2017-05-27 10:21:21 2.67 
2017-05-27 10:21:26 2.68 
2017-05-27 10:21:31 2.67 
2017-05-27 10:21:36 2.67 
2017-05-27 10:21:41 2.68 
2017-05-27 10:21:46 2.67 
2017-05-27 10:21:51 2.66 
2017-05-27 10:21:56 2.67 
2017-05-27 10:22:01 2.67 
2017-05-27 10:22:06 2.66 
2017-05-27 10:22:11 2.67 
2017-05-27 10:22:16 2.66 
2017-05-27 10:22:21 2.67 
2017-05-27 10:22:26 2.66 
2017-05-27 10:22:31 2.67 
2017-05-27 10:22:36 2.66 
2017-05-27 10:22:41 2.65 
